,POSTS,PREPROCESSED_POSTS,LUBIE_TO,SUPER,TRZYMAJ_SIE,HAHA,WOW,PRZYKRO_MI,WRR,ALL_REACTIONS,COMMENTS,POLARITY,SUBJECTIVITY,SIMILARITY_TO_BEST,POSTS_LENGTH,POSTS_SENTIMENT,TWENTY_REACTS_BAYES,FIFTY_REACTS_BAYES,HUNDRED_REACTS_BAYES,TWO_HUNDRED_REACTS_BAYES
159," Siemka. Wybieramy się z dziewczyna do Niemiec do pracy i nurtuje nas pare rzeczy, pytanie do osób mieszkających, pracujących w Niemczech, czy przez agencje czy bez jej udziału. Jak wygląda życie tam ? Jak z mieszkaniami wynajmowanymi przez pracodawców ? Czy jest opcja na stracie wynająć sobie jakieś mieszkanie lub chodź jakiś pokój i z jakimi kosztami to się wiąże? Im więcej informacji wszelkiej maści tym lepiej Z góry dziękuje za odp",Siemek wybierać dziewczyna Niemcy praca nurtować pare rzecz pytanie osoba mieszkających pracujący Niemcy agencja udział wyglądać żyto mieszkanie wynajmowanymi pracodawca opcja strata wynająć jakieś mieszkanie chodzić pokój jakimi koszt wiązać informacja wszelkiej maść góra dziękować odp,0,0,0,0,0,0,0,0,24,0.0,0.0,0.8646124458544755,79,0.0,0,0,0,0
160," Jest ktoś, kto zdawał egzamin na prawo jazdy przed 18 rokiem życia, żeby otrzymać uprawnienia po 18? Chciałbym się więcej dowiedzieć, bo jestem w tym zielony",zdawać egzamin prawo jazda rok życie otrzymać uprawnienie chcieć dowiedzieć zielony,6,1,0,0,0,0,0,7,28,0.0,0.0,0.7564068472898071,31,1.0,0,0,0,0
161," Powiedzcie mi czy jestem zjebany czy jak Dzisiaj w auchan chciqlem sobie iść zobaczyć na elektronikę bo kątem oka ujrzalem xboxa na półce. Dziewczyna mówi ze nie teraz, bo jej się spieszy bardzo, ona sie musi uczyć na studia i ze nie mogę. Koniec końców sie o to poklocilismy, bo 2 minuty jej nie zbawią, a ona może robic przez ten czas zakupy sama, nie potrzeba dwóch osób żeby kupić rzeczy na obiad. Ale jej się bardzo spieszy bo dużo nauki i w ogóle. No to chuj nie zobaczyłem xboxa. Wróciliśmy do domu, a ona zaczęła robić ciasto. Przypominam ze nauka, jej się bardzo spieszy. Okej, poszla się uczyc. Zrobiłem obiad jej i mi, po czym wchodzę do pokoju a ona nie ma otwartego ani zeszytu, ani książki, ani komputera, za to siedzi na telefonie i robi kolaż śmiesznych wiadomości które otrzymała od mamy Jasny chuj, nie mogłem odejść na 2 minuty nawet bo był wyscig z czasem, po czym wracam kurwa do domu a ona robi sobie jakieś obrazki smieszne na telefonie",powiedzcie zjebany auchan chciqlem iścić zobaczyć elektronika kąt oko ujrzalem xboxa półka dziewczyna mówić spieszyć musić uczyć studium móc koniec koniec poklocilismy minuta zbawić móc robic czas zakup potrzeba osoba kupić rzecz obiad spieszyć nauka ogół chuj zobaczyć xboxa wrócić dom zacząć robić ciasto przypominać nauka spieszyć okej poszla uczyc zrobić obiad czym wchodzić pokój mieć otwarty zeszyt książka komputer siedzieć telefonia robić kolaż śmieszny wiadomość otrzymać mieć jasny chuj móc odejść minuta wyscig czas czym wracać kurwa dom robić jakieś obrazek smieszne telefonia,77,0,214,0,0,24,0,335,108,0.0,0.0,0.9131839889352072,196,0.4208955223880597,1,0,1,1
162, Ma ktoś pomysł jak mogę pocieszyć moją dziewczynę która ma problemy w domu głównie z mamą? Jesteśmy w związku na odległość i nie wiem jak mam zareagować na to.,mieć pomysł móc pocieszyć moją dziewczyna mieć problem dom głównie mama związek odległość wiedzieć mieć zareagować,1,1,16,0,0,0,0,19,16,0.0,0.0,0.8217158849000484,32,0.6842105263157894,0,0,0,0
163," Siemanko pany, przychodzę do was z pytaniem odnośnie czegoś co jakiś czas zaczynam tracić, a mianowicie czy macie jakąś myśl (nazwijmy to przewodnią) którą kierujecie się w swoim życiu lub własne ustalone cele?",siemanko pany przychodzić pytanie odnośnie czegoś czas zaczynać tracić mianowicie mieć jakąś myśl nazwać przewodni którą kierować swoim życie własny ustalone cela,2,1,0,0,0,0,0,3,44,0.0,0.0,0.8605120825408873,39,1.0,0,0,0,0
164," Siemka! Mam ogromna zagwozdke jestem chlopakiem, lat 21 i kobieta szuka dla mnie prezentów i sam nie mam pojecia co mógłbym chcieć, bo albo mam wszystko albo to co chce jest bardzo mocno wychodzace poza budżet na prezent( dokładanie się nie wchodzi w grę bo i tak pewnie wydam to na coś innego niż zostało to przeznaczone) lubie majsterkować (mam wszystkie potrzebne mi narzędzia) lubię dobrze gotować (tez mam wszystkie przyrządy kuchenne mi potrzebne). Ciuchów mam pełna szafe aż mi się wylewa. Może nie jestem wybredny co do prezentów ale chciałbym coś praktycznego, z czego mógłbym korzystać chociaz przez jakiś czas a jeśli chce sobie coś kupić to raczej musi byc to przeze mnie sprawdzone sto razy i przemyślane z dwieście. Sam śpię niespokojny bo nie mam zielonego pojecia co moglbym chcieć. Przejrzalem chyba wszystkie strony gdzie w tytule jest prezent dla faceta prezent dla majsterkowicza or whatever i nic mi nie wpadło w oko. Błagam pomóżcie bo jak jej nie podpowiem to nie dożyję nawet świąt. Edit. Budżet Ok. 34 stówki.",Siemek mieć ogromny zagwozdke chlopakiem rok kobieta szukać prezent mieć pojecia móc chcieć mieć chcieć mocno wychodzace budżet prezenta dokładanie wchodzić gra pewnie wydać zostało przeznaczone lubie majsterkować mieć potrzebny narzędzie lubić gotować tez mieć przyrząd kuchenny potrzebny ciuchów mieć pełny szafe wylewać wybredny prezent chcieć praktyczny czego móc korzystać chociaz czas chcieć kupić raczej musić sprawdzone sto przemyślane dwieście spać niespokojny mieć zielony pojecia moglbym chcieć przejrzalem chyba strona tytuł prezenta facet prezenta majsterkowicz or whatever wpaść oko błagać pomóc podpowiedzieć dożyć święto edit budżet stówka,7,0,0,0,0,0,0,7,39,0.0,0.0,0.878542940074152,192,1.0,0,0,0,0
165," Chłopy, Pytanie skierowane do tych którzy biorą ślub lub już są po. Gdzie kupowaliście   szyliście swój garnitur? Szukam w necie nie mogę kompletnie nic znaleźć. Max 4500 zł Pomocy plis Lokalizacja: łódzkie wlkp mazowieckie zachpom pom.",chłopy pytanie skierowane brać ślub kupować szyliście swój garnitur szukać neta móc kompletnie znaleźć max zł pomoc plisa lokalizacja łódzki wlkp mazowiecki zachpom pom,4,0,0,0,0,0,0,4,39,0.0,0.0,0.665509821156861,44,1.0,0,0,0,0
166," Panowie potrzebuje naprowadzenia. Zaczalem studia i o dziwo duzo wolnego czasu mam. Chcialbym go wykorzystac na prace z domu. Zalezy mi zeby to bylo na zasadzie pracuje kiedy chce i ile chce, w sensie przychodze do domu, widze ze mam dwie godziny wolne to sru, pracuje ta chwile. Tylko tu pojawia sie problem nie wiem co takiego moge robic. Jakies pomysly? Nie musi to byc jakas wielka kasa, ale te 1015zl za godzine chociaz byloby mile widziane. Pozdro i dzieki za pomoc!",potrzebować naprowadzenia zaczalem studium dziwa wolny czas mieć chcialbym wykorzystac praca dom zalezy zasada pracować chcieć chcieć sens przychodze dom widze mieć godzina wolny sru pracować chwila pojawiać problem wiedzieć takiego moge robic jakies pomysly musić wielki kasa godzine chociaz byloby mile widziane pozdro dzieki pomoc,20,0,0,0,0,0,0,20,65,0.0,0.0,0.8663194614949216,95,1.0,0,0,0,0
167," siema warszawa, znacie jakieś godne polecenia miejscówki na sylwestra? żeby można było usiąść zjeść i się najebać czyli typowy bal",siema warszawa znać jakieś godny polecenie miejscówka sylwester usiąść zjeść najebać typowy bal,2,0,0,0,0,0,0,2,11,0.0,0.0,0.7822599621752959,23,1.0,0,0,0,0
168," siema chłopy, co sądzicie o friends with benefits? chcielibyście taką relacje czy to nie dla was?",siema chłop sądzić friends with benefits chcieć taką relacja,10,0,0,0,0,0,0,10,55,0.0,0.0,0.7895773500225708,20,1.0,0,0,0,0
169," Siema byczki zamawiał ktoś z Was pierścionki sygnety na aliexpress? Zmierzyłem sobie palec (kartką papieru i nicią) i środkowy ma 6,5 cm co daje rozmiar 25, a wszystkie które mi się podobają mają max 13 XD Miał ktoś podobny problem ale zamówił tą 13 i było git? Bo sie napaliłem że dzisiaj kupie i dupa przez duże paluchy",siema byczek zamawiać pierścionek sygnet aliexpress zmierzyć palec kartka papier nić środkowy mieć cm dawać rozmiar podobać mieć max xd mieć podobny problem zamówić tą git napalić kupie dupa duży paluch,2,0,0,0,0,0,0,2,46,0.0,0.0,0.7712117045306427,64,1.0,0,0,0,0
170," Siemka, jak wiadomo inflacja jest aktualnie dość wysoka, napewno zbyt wysoka, żeby trzymać gotówkę w szufladzie stąd pytanie. W co zainwestowali byście 20tys.? Chodzi mi nawet nie o zarobek, a wyjście na zero Krypto forex jednak niosą za sobą spore ryzyko utraty części tego. Zapraszam do dyskusji",Siemek wiadomo inflacja aktualnie wysoki napewno zbyt wysoki trzymać gotówka szuflada stąd pytanie zainwestować byście chodzić zarobek wyjście zero krypto forex nieść spory ryzyka utrata część zapraszać dyskusja,9,0,0,0,0,0,0,9,133,0.0,0.0,0.8752115895016495,56,1.0,0,0,0,0
171," Siema, mam pytanie. Ogólnie tydzień temu w moim mieście miałem szytą wargę bo trochę przegiąłem z bombką alkoholową i chodnik okazał się za trudnym przeciwnikiem. Teraz jestem w Warszawie i powinienem iść jutro na zdjęcie szwów. Teraz pytanie. Gdzie ja mam te szwy zdjąć? Na sorze? Dodam, że w chuj boje się szpitali i chciałbym mega szybko i zwinnie to załatwić.",siema mieć pytanie ogólnie tydzień miasto mieć szyty warga trochę przegiąć bombka alkoholowy chodnik okazać trudny przeciwnik Warszawa powinienem iścić jutro zdjęcie szew pytanie mieć szwa zdjąć sorze dodać chuj bój szpital chcieć mega szybko zwinnie załatwić,5,0,0,0,2,0,0,7,20,0.0,0.0,0.8743378618674429,71,1.0,0,0,0,0
172, chlopy jak to wyglada z jazdą bez prawka podczas wyrabiania go jeszcze? to nie tak ze chce smigac tylko mam awaryjną sytuacje i nie mam nawet kogo poslac. wiadomo ze szansa na zatrzymanie jwst znikoma ale cos mi grozi oprocz mandatu 500ziko? mam 18 jak cos pozdro,chlopy wyglada jazda prawko wyrabiania chcieć smigac mieć awaryjny sytuacja mieć kogo poslac wiadomo szansa zatrzymanie jwst znikoma grozić oprocz mandat mieć pozdro,6,3,0,0,1,0,0,11,11,0.0,0.0,0.8280871529187219,51,1.0,0,0,0,0
173," Siemanko panowie, zwracam sie do was z prośbą o pomoc bo sam już nie wiem co mam robić w takiej sytuacji a ta grupka nie jeden problem rozwiązała dlatego może i tym razem sie uda.. Od jakiegoś czasu zauważyłem że mojej mamie doskwiera samotność, i po kilku nieudanych randkach z (jak to ona nazywa) polaczkami zaczęła szukać szczęścia na różnych stronach na fb. Jak wiemy internet wśród starszych osób jest dosyć specyficzny i oprócz kilku zdjęć fujarek które dostaje na priv od napalonych samców, zawarła znajomość z niejakim Mohamedem z Egiptu. Pandemia się rozwijała zatem podczas lockdownów relacja kwitła na messengerze w najlepsze aż przerodziła się w swego rodzaju związek. Zaczęły się pierwsze rozmowy przez kamerke, pierwsze wyznania miłości, i już pominę fakt że oboje porozumiewają się przez google tłumacz xD Sam zainteresowałem się kim jest owy Mohamed i wraz z dziewczyną przeszukaliśmy jego profil na facebooku gdzie oprócz Egipskich komentarzy znaleźliśmy wpisy jakiejś kobiety z Polski. Postanowiłem do niej napisać a screeny z rozmowy z nią widzicie poniżej. Udało mi się dodzwonić do tej kobiety, wyjaśniła że nasz Egipski podrywacz to zwyczajny naciągacz i oszust i sama została przez niego oszukana na ładną sumkę pieniędzy. Oczywiście przy całej rozmowie obok siedziała matula, która zapłakana przysiegała że odkryje tego oszusta i niepozwoli mu naciągać kolejnych kobiet. Cała akcja miała miejsce w lutym tego roku, i myślałem że sprawa bedzie zakończona Ale jakąś chwile temu zauwazylem ponowne rozmowy na messengerze, przez kamerki i ciągłe zamykanie drzwi w salonie jakby miała coś do ukrycia. Okazało się że matka została tak omotana do tego stopnia że leci do Egiptu brać z nim ślubXD! Po rozmowie z rodzicielką wytłumaczyła mi że nie ma już nic do stracenia w tym wieku (48lat), i nawet jeśli ma być szczęśliwa na chwile to jest gotowa zaryzykować, a ja jej życia układał nie będę i będzie robiła co tylko chce. Ponoć wyjaśniła sprawę i jak wytłumaczył nasz Egipcjanin ta kobieta była desperatką i to co nam naopowiadała jest kłamstwem. Panowie wiem że cala sprawa wygląda na tak absurdalną że prawie kurwa niemożliwą i wygląda jak z ukrytej prawdy, ale nie jeden raz próbowałem jej ten pomysł wyperswadować i logicznymi argumentami pokazać że to sie nie uda. Najgorzej to mi się patrzy w tym wszystkim na moją siostrę (11lat) która wychowywana bez taty nie może się doczekać wylotu do Egiptu w ramach poznania Mohusia. Jeśli ktokolwiek posiada jakiś racjonalny pomysł będę niesamowicie wdzięczny jak powstrzymać ten cyrk i zaoszczędzić matce zawodu na stare lata.",siemanko zwracać prośba pomoc wiedzieć mieć robić takiej sytuacja grupka problem rozwiązać udać jakiegoś czas zauważyć mojej mama doskwierać samotność udany randka nazywać polaczkami zacząć szukać szczęście różny strona fb wiedzieć internet stary osoba dosyć specyficzny oprócz zdjęcie fujarka dostawać priv napalonych samiec zawrzeć znajomość niejakim Mohamed Egipt pandemia rozwijać zatem lockdownów relacja kwitnąć messengerze dobry przerodzić swego rodzaj związka zacząć pierwszy rozmowa kamerke pierwszy wyznanie miłość pominąć fakt oba porozumiewać google tłumacz xd zainteresować kim ów mohamed wraz dziewczyna przeszukać profil facebook oprócz egipski komentarz znaleźć wpis jakiejś kobieta Polska postanowić napisać screeny rozmowa widzieć poniżej udać dodzwonić kobieta wyjaśnić egipski podrywacz zwyczajny naciągacz oszust została oszukany ładny sumka pieniądz oczywiście rozmowa siedzieć matula zapłakany przysiegała odkryć oszust niepozwoli naciągać kolejny kobieta akcja mieć miejsce luty rok myśleć sprawa zakończony jakąś chwila zauwazylem ponowny rozmowa messengerze kamerka ciągły zamykanie drzwi salon mieć ukrycie okazać matka została omotana stopień lecieć Egipt bracić ślubxd rozmowa rodzicielka wytłumaczyć mieć stracenie wieko mieć szczęśliwy chwila gotów zaryzykować życie układać robić chcieć ponoć wyjaśnić sprawa wytłumaczyć egipcjanin kobieta desperatka naopowiadać kłamstwo wiedzieć cal sprawa wyglądać absurdalny kurwa możliwy wyglądać ukrytej prawda próbować pomysł wyperswadować logiczny argument pokazać udać źle patrzyć moją siostra wychowywana tato móc doczekać wylot Egipt ramy poznanie mohusia posiadać racjonalny pomysł niesamowicie wdzięczny powstrzymać cyrk zaoszczędzić matka zawód stary rok,16,0,36,0,0,55,0,114,81,0.0,0.0,0.9205978907670284,450,0.5964912280701755,0,1,1,0
174, Idę sobie w moim mieście w nocy i jakiś kark na mnie wylatuje czy mam problem? Oczywiście wyskoczył z ukrycia... Totalnie go olalem i nic się nie stało. Ale zastanawiam sie. Jak reagować gdyby doszło do ataku? Jak do tego podejść? Może uzbroić się w gaz łzawiący? Jakie jest wasze doświadczenie? Ps. W sumie jak chodzę na siłownię to takich kolesi jest pełno ale dziwnym trafem większość jest nastawiona pozytywnie.,iść miasto noc kark wylatywać mieć problem oczywiście wyskoczyć ukrycie totalnie olalem stać zastanawiać reagować dojść atak podejść uzbroić gaza łzawiący doświadczenie ps suma chodzić siłownia koleś pełno dziwny traf większość nastawiona pozytywnie,30,0,0,0,0,0,0,32,121,0.0,0.0,0.8800362776580829,83,1.0,0,0,0,0
175," Cześć, czy przebywa ktoś na co dzień w Berlinie? Wybieram się 20.11.2021 ( sobota) na jednodniową wycieczkę i może ktoś chciałby wspólnie pochodzić, pokazać ciekawe miejsca? Wyruszam rano ze Szczecina więc ewentualnie może ktoś chciałby się zabrać.",cześć przebywać dzienie Berlin wybierać sobota jednodniowy wycieczka chcieć wspólnie pochodzić pokazać ciekawy miejsce wyruszać rano Szczecin ewentualnie chcieć zabrać,4,0,0,0,0,0,0,4,7,0.0,0.0,0.7665436721516836,48,1.0,0,0,0,0
176, Hejeczka. Panowie jak wygląda sprawa zgłoszenia przez osobę postronną niszczenie cudzego mienia ? Moja kuzynka niedawno została posądzona o zniszczenie samochodu znajomego przez dziewczyne która jej po prostu nie lubi i nie ma żadnych dowodów na to. Mimo że właściciel nic nie zgłaszał o żadnym niszczeniu mienia. A z tego co czytałem to właściciel auta powinien z dowodami iść na policje że osoba XYZ zniszczyła mi auto a nie niezwiązana z tym osoba. Tak samo oskarżyła ją bez żadnych dowodów o znęcanie się nad psem że założyła mu kolczatke i kaganiec i ciągała jak szmacianą lalke. To jest tzw szczekanie i nie może nic zrobić czy powinniśmy zacząć się martwić ?,hejeczka wyglądać sprawa zgłoszenie osoba postronny niszczenie cudzy mienie kuzynek niedawno została posądzona zniszczenie samochód znajomy dziewczyne prosty lubić mieć dowód właściciel zgłaszać żadnym niszczeniu mienie czytać właściciel auto dowód iścić policja osoba xyz zniszczyć auto niezwiązana osoba samo oskarżyć dowód znęcanie pies założyć kolczatke kaganiec ciągać szmaciany lalke szczekanie móc zrobić powinniśmy zacząć martwić,4,0,0,0,0,0,0,4,7,0.0,0.0,0.9084320460680411,117,1.0,0,0,0,0
177," Hej Chopoki. Mam pytanie, a może nawet dwa. Czy to, czy ktoś pije alkohol czy nie, to dla was jakiś wyznacznik? (Nie biorę pod uwagę tutaj takiego picia nałogowego, wiecie prawie codziennie itd) Czy to, że ktoś nie pije alkoholu z własnego wyboru jest minusem tej osoby? Pytam, bo ostatnio parę razy z kimś pisząc (Dla kontekstu: na aplikacjach randkowych bądź po prostu z osobą, która mi się podoba w jakiś sposób) dowiedziałem się, że to, że nie piję to duży minus, lub, że oni by nie mogli być z abstynentem (w moim przypadku faceci). Co o tym sądzicie? Wiem, że może trochę głupia sprawa, ale momentami to się zastanawiam, czy to nie we mnie jest jakiś problem, ale no.. przecież nie?. Dzięki za jakieś sensowne odpowiedzi i miłego dnia:) Zdjęcie dla uwagi",hej chopoki mieć pytanie pić alkohol wyznacznik brać uwaga takiego picie nałogowy wiedzieć codziennie itd pić alkohol własny wybór minus osoba pytać ostatnio parę pisać kontekst aplikacja randkowy bądź prosty osoba podobać dowiedzieć pić duży minus móc abstynent przypadek facet sądzić wiedzieć trochę głupi sprawa moment zastanawiać problem dzięki jakieś sensowny odpowiedź miły dzień zdjęcie uwaga,12,3,0,2,0,0,0,18,135,0.2,0.55,0.9254001942193493,167,1.0,0,0,0,0
178," siema chłopaki, mam problem. Staram się ogarnąć swoje życie bo mam wrażenie, że nie potrafię niczego zorganizować i niczym zarządzać. Nie potrafię totalnie rozplanowac dnia, ani wydatków. Pieniądze wydaję bardzo szybko a potem bieduje. Robię wszystkiego po trochu, zamiast po kolei (np. sprzątam pokój, idę zrobić sobie jedzenie, oglądam serial a potem znowu wracam do sprzątania i tak wszystko mi się rozkojarza). Kiedyś mi psycholog wspominał o tym, że może być to ADHD lub OCD(albo jakoś tak). Miał ktoś podobnie i jak to rozwiązał? Jakieś patenty na to jak planować wszystko? Z góry dziękuję za wszystkie odpowiedzi, bo naprawdę już mnie mega to dobija.",siema chłopak mieć problem starać ogarnąć żyto mieć wrażenie potrafić niczego zorganizować niczym zarządzać potrafić totalnie rozplanowac dzień wydatek pieniądz wydawać szybko potem biedować robić wszystkiego trochu zamiast koleja np sprzątać pokój iść zrobić jedzenie oglądać serial potem wracać sprzątanie rozkojarza kiedyś psycholog wspominać móc adhd ocd mieć podobnie rozwiązać jakieś patent planować góra dziękować odpowiedź naprawdę mega dobijać,4,0,1,0,0,0,0,5,22,0.0,0.0,0.9088601776994758,128,0.6000000000000001,0,0,0,0
179," z ciekawosci, ile godzin w miesiacu pracujecie i czym sie zajmujecie?",ciekawosci godzina miesiacu pracować czym zajmować,13,1,0,0,0,0,0,14,513,0.0,0.0,0.7557449061194584,14,1.0,0,0,0,0
180," Witam witam. Chciałbym zabrać swoją dziewczynę na romantyczny wieczór do restauracji (musi być opcja wege). Szukam czegoś w Warszawie z całkiem normalnym przedziałem cenowym i chętnie przyjmę pomysły co można robić w Warszawie listopadowy wieczór po kolacji, obstawiając, że będzie padać",witać witać chcieć zabrać swoją dziewczyna romantyczny wieczór restauracja musić opcja wege szukać czegoś Warszawa całkiem normalny przedział cenowy chętnie przyjąć pomysł robić Warszawa listopadowy wieczór kolacja obstawiać padać,2,14,0,0,0,0,0,16,41,0.0,0.0,0.8226719942447344,48,1.0,0,0,0,0
181," macie jakieś sposoby na zapomnienie o byłej? już jakoś pół roku nie jesteśmy razem, ale za każdym razem jak mam minimalnie gorszy nastrój nachodzą mnie myśli, że niepotrzebnie z nią zerwałem i czy nie spróbować do niej wrócić. usunąłem ją ze znajomych na wszystkich social mediach, wszystkie nasze rozmowy, a dzisiaj w końcu usunąłem też jej nr telefonu, więc nigdzie nie rzuca mi się w oczy, nie mam z nią żadnego kontaktu. nie wiem czy tęsknię tylko za bliskością z komis, czy też konkretnie za nią, ale chciałbym przestać myśleć o niej i o powrocie do niej. nie chcę na siłę szukać związku, więc po prostu znalezienie kogoś nowego nie wchodzi w grę. macie jakieś rady?",mieć jakieś zapomnienie pół rok jesteśmy razem każdym mieć minimalnie zły nastrój nachodzić myślić niepotrzebnie zerwać spróbować wrócić usunąć znajomy social medium rozmowa koniec usunąć nr telefon nigdzie rzucać oko mieć żadnego kontakt wiedzieć tęsknić bliskość komis konkretnie chcieć przestać myśleć powrót chcieć siła szukać związek prosty znalezienie kogoś nowy wchodzić gra mieć jakieś rada,2,0,29,0,0,4,0,35,28,0.03333333333333333,0.06666666666666667,0.9125617538927706,132,0.8857142857142857,0,0,0,0
182," Siema, pytanie do chlopow ktorzy zostali kiedys zdradzeni. Nauczyliscie sie ufac w 100, czy czujecie dalej ze cos w was siedzi mimo zapewnien nowej drugiej polowki?",siema pytanie chlopow zostali kiedys zdradzeni nauczyliscie ufac czuć siedzieć zapewnien nowy drugi polowki,9,0,0,0,0,0,0,9,62,0.0,0.0,0.7631349685376096,31,1.0,0,0,0,0
183," Cześć panowie. Korzystacie z pomocy psychiatrow, psychologów? Co was skłoniło i jak wyglądała wasza pierwsza wizyta? Myślę, że będę musiał się tam udać, jednak czuje jakąś blokadę przed otwarciem się przed kimś, co niestety skutecznie przeciąga podjęcie tej decyzji. Obawiam się, że będę musiał się wybrać, bo z dnia na dzień czuje się coraz gorzej. Zacząłem odczuwać coraz mniej radości z życia, moje hobby jakoś odeszło w kąt i coś bez czego nie wyobrażałem sobie życia jakoś przestało mnie interesować, ciężko jest mi się skupić na czymkolwiek.. Towarzyszy mi nadmierna podejrzliwość, łatwo się irytuje, mój humor potrafi się zmienić w kilka sekund, oczywiście na gorszy. Po pracy nie mam na nic siły i ochoty, potrafię przeleżeć cały dzień, iść spać, pójść do pracy i tak w kółko. Ukojenie od tego wszystkiego i moment w którym czuje, że jestem szczęśliwy znajduje dopiero kiedy moja druga połówka jest obok. sam nie wiem co robić(?), ale czuje, że to wszystko idzie w złym kierunku i po prostu psycha is sitting, także chętnie przyjmę jakieś rady.",cześć korzystać pomoc psychiatrow psycholog skłonić wyglądać pierwszy wizyta myślić musieć udać czuć jakąś blokada otwarcie niestety skutecznie przeciągać podjęcie decyzja obawiać musieć wybrać dzień dzienie czuć źle zacząć odczuwać mniej radość życie hobby odejść kąt czego wyobrażać życie przestać interesować ciężko skupić czymkolwiek towarzyszyć nadmierny podejrzliwość łatwo irytować humor potrafić zmienić sekunda oczywiście zły praca mieć siła ochota potrafić przeleżeć dzienie iścić spać pójść praca kółko ukojenie wszystkiego moment czuć szczęśliwy znajdywać dopiero drugi połówka wiedzieć robić czuć iść zły kierunek prosty psycha is sitting chętnie przyjąć jakieś rada,3,0,3,0,0,0,0,6,26,0.0,0.0,0.9143666409548017,205,0.0,0,0,0,0
184," siema chłopaki potrzebuje porady dostałem zaproszenie na studniówkę od dziewczyny z która kręciłem jakiś rok temu, w końcu nic z tego nie wyszło bo można powiedzieć ze mnie olała aktualnie jestem w bliskiej relacji z inna dziewczyna (w sumie zapowiada sie na związek) i dreczy mnie ciagle to czy powinenem iść na ta studniowke? szczerze nie zależy mi na relacji z ta wcześniejsza, poszedłbym tylko i wyłącznie dla kolegow i samej imprezy po dłuższych rozmowach z teraźniejsza dziewczyna, mowi ze jak byśmy byli razem to by jej to przeszkadzało jeżeli bym z nią poszedł. Dalej mnie to trochę dziwi bo pójdę tam po prostu po koleżeńsku i nic wiecej nie będzie, mimo tego rozumiem jej widzenie i powod do złości z góry dzięki za przeczytanie i porady, wiele to dla mnie znaczy",siema chłopak potrzebować porada dostać zaproszenie studniówka dziewczyna kręcić rok koniec wyniść powiedzieć olać aktualnie bliski relacja dziewczyna suma zapowiadać związka dreczy ciagle powinenem iścić studniowke szczerze zależeć relacja wczesny pójść wyłącznie kolegow impreza długi rozmowy teraźniejszy dziewczyna mowi byśmy razem przeszkadzać pójść trochę dziwić pójść prosty koleżeńsku wiecej rozumieć widzenie powod złość góra dzięki przeczytanie porada znaczyć,9,2,0,2,0,0,0,15,76,0.0,0.0,0.9239538720257978,142,1.0,0,0,0,0
185," Cześć chłopaki, planujemy z moją lubą wyjazd do Danii na stałe i z tej okazji proszę was o pomoc. Może jest tu ktoś kto Mieszka mieszkał bądź pracował w Danii i doradzi w kwestii znalezienia pracy Nigdy nie wyjeżdżałem do pracy przez agencje i jestem w tym zielony Aktualnie (do końca miesiąca) pracuje jako kierownik salonu sprzedaży w PLAY a ostatnie 2 lata mojej pracy kręciły się wokół aktywnej sprzedaży wiec nie mam doświadczenia w budowlance itp. aczkolwiek chętnie się jej nauczę Naszymi atutami napewno są język angielski na poziomie B2, zapal do pracy i chęć nauki a do tego doświadczenie w pracy za granica (Anglia) na produkcji. W sumie spoko byłoby wyjechać na miesiąc dwa samemu żeby trochę zarobić i wynająć busa żeby przywiózł tu resztę naszych rzeczy (samochód zamierzam sprzedać i opłacić nim czynsz za lokum w Danii). Więc jeśli możecie mi doradzić w sprawie agencji, bądź mieszkacie w Danii i macie ochotę mi doradzić w sprawie życia tam i jakich zakładów pracy unikać to byłbym naprawdę wdzięczny! Aha No i jeśli chodzi o lokalizacje to wstępnie myślimy o środkowej Danii Aarhus Lub okolice ale nie pogardzę tez innymi lokalizacjami Dzięki za przeczytanie i miłego wieczoru dzionka!!!",cześć chłopak planować moją luba wyjazd Dania stały okazja prosić pomoc mieszka mieszkać bądź pracować Dania doradzić kwestia znalezienie praca wyjeżdżać praca agencja zielony aktualnie koniec miesiąc pracować kierownik salon sprzedaż play ostatni rok mojej praca kręcić wokół aktywny sprzedaż wiece mieć doświadczenie budowlanka itp chętnie nauczyć naszymi atut napewno język angielski poziom zapalić praca chęć nauka doświadczenie praca granica anglia produkcja suma spoko byłoby wyjechać miesiąc samemu trochę zarobić wynająć bus przywieźć reszta rzecz samochód zamierzać sprzedać opłacić czynsz lokum Dania móc doradzić sprawa agencja bądź mieszkać Dania mieć ochota doradzić sprawa życie jakich zakład praca unikać byłbym naprawdę wdzięczny aha chodzić lokalizacja wstępnie myślić środkowy Dania aarhus okolica pogardzić tez lokalizacja dzięki przeczytanie miły wieczór dzionek,7,2,0,0,0,0,0,9,25,0.0,0.0,0.8060122512526292,217,1.0,0,0,0,0
